meta_edible_portion_percent,meta_id,meta_name_en,meta_name_vi,nutrition_per_100g_amino_acids_alanine_mg,nutrition_per_100g_amino_acids_arginine_mg,nutrition_per_100g_amino_acids_aspartic_acid_mg,nutrition_per_100g_amino_acids_cystine_mg,nutrition_per_100g_amino_acids_glutamic_acid_mg,nutrition_per_100g_amino_acids_glycine_mg,nutrition_per_100g_amino_acids_histidine_mg,nutrition_per_100g_amino_acids_isoleucine_mg,nutrition_per_100g_amino_acids_leucine_mg,nutrition_per_100g_amino_acids_lysine_mg,nutrition_per_100g_amino_acids_methionine_mg,nutrition_per_100g_amino_acids_phenylalanine_mg,nutrition_per_100g_amino_acids_proline_mg,nutrition_per_100g_amino_acids_serine_mg,nutrition_per_100g_amino_acids_threonine_mg,nutrition_per_100g_amino_acids_tryptophan_mg,nutrition_per_100g_amino_acids_tyrosine_mg,nutrition_per_100g_amino_acids_valine_mg,nutrition_per_100g_carotenoids_alpha_carotene_mcg,nutrition_per_100g_carotenoids_beta_carotene_mcg,nutrition_per_100g_carotenoids_beta_cryptoxanthin_mcg,nutrition_per_100g_carotenoids_lutein_zeaxanthin_mcg,nutrition_per_100g_carotenoids_lycopene_mg,nutrition_per_100g_energy_kcal,nutrition_per_100g_energy_kj,nutrition_per_100g_isoflavones_daidzein_mg,nutrition_per_100g_isoflavones_genistein_mg,nutrition_per_100g_isoflavones_glycitein_mg,nutrition_per_100g_isoflavones_total_mg,nutrition_per_100g_lipids_total_monounsaturated_fat_g,nutrition_per_100g_lipids_total_polyunsaturated_fat_g,nutrition_per_100g_lipids_total_saturated_fat_g,nutrition_per_100g_lipids_total_trans_fat_g,nutrition_per_100g_macros_ash_g,nutrition_per_100g_macros_carbohydrate_g,nutrition_per_100g_macros_fat_g,nutrition_per_100g_macros_fiber_g,nutrition_per_100g_macros_protein_g,nutrition_per_100g_macros_water_g,nutrition_per_100g_minerals_calcium_mg,nutrition_per_100g_minerals_copper_mcg,nutrition_per_100g_minerals_iron_mg,nutrition_per_100g_minerals_magnesium_mg,nutrition_per_100g_minerals_manganese_mg,nutrition_per_100g_minerals_phosphorus_mg,nutrition_per_100g_minerals_potassium_mg,nutrition_per_100g_minerals_selenium_mcg,nutrition_per_100g_minerals_sodium_mg,nutrition_per_100g_minerals_zinc_mg,nutrition_per_100g_purines_purines_mg,nutrition_per_100g_sugars_fructose_g,nutrition_per_100g_sugars_galactose_g,nutrition_per_100g_sugars_glucose_g,nutrition_per_100g_sugars_lactose_g,nutrition_per_100g_sugars_maltose_g,nutrition_per_100g_sugars_sucrose_g,nutrition_per_100g_sugars_total_sugar_g,nutrition_per_100g_vitamins_folate_mcg,nutrition_per_100g_vitamins_vitamin_a_mcg,nutrition_per_100g_vitamins_vitamin_b12_mcg,nutrition_per_100g_vitamins_vitamin_b1_mg,nutrition_per_100g_vitamins_vitamin_b2_mg,nutrition_per_100g_vitamins_vitamin_b5_mg,nutrition_per_100g_vitamins_vitamin_b6_mg,nutrition_per_100g_vitamins_vitamin_b9_mcg,nutrition_per_100g_vitamins_vitamin_c_mg,nutrition_per_100g_vitamins_vitamin_d_mcg,nutrition_per_100g_vitamins_vitamin_e_mg,nutrition_per_100g_vitamins_vitamin_k_mcg,nutrition_per_100g_vitamins_vitamin_pp_mg
44.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0.33,0.36,0.27,,1.6,57.6,1.9,1.0,3.0,34.9,25,631,4.4,42,0.23,58,1110,1.3,3,0.28,,,,,,,,66.1,12,0,0,0.01,0.57,,0.09,0,183,,0.31,1.6,3.1
22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,,,,51,19,42,,60,21,12,18,31,41,5,17,18,22,19,8,10,26,17,445,11,,,,,,,,,0.1,0.05,0.07,,0.6,14.1,0.3,1.8,0.6,82.6,10,150,0.4,9,0.28,13,114,0.6,2,0.56,,,,,,,,14.8,14,0,0,0.05,0.05,0.16,0.134,0,30,,1.12,4.2,0.3
14.0,,,,53,81,126,31,184,60,27,51,66,61,24,44,44,53,47,15,34,57,0,52,0,122,0,56,234,,,,,0.05,0.29,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,158,0,0,0,756,3161,0,0,0,0,21.02,3.04,51.37,2.982,0.1,0.5,83.5,0.0,0.5,15.4,12,16,0.1,2,0.0,12,24,1,11,0.09,,,,,,,,,3,600,0,0.01,0.04,0.11,0.003,0,0,,2.32,7,0.0
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,3754,0,0,0,0,,,,,0.0,0.0,99.7,0.0,0.0,0.3,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,827,3460,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,896,3751,,,,0,45.1,11.2,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,17,18,38,5,104,11,13,30,49,39,12,24,48,27,22,7,24,33,0,610,0,0,0,729,3049,,,,,36.7,25.0,15.0,,0.2,0.1,80.7,0.0,0.5,18.5,17,0,,2,0.0,13,25,0,2,0.02,0,,,,,,,,1,768,0.06,0.01,0.02,0.049,0.005,0,0,,12.8,93,0.0
100.0,STT: 270,"Cottonseed oil, salad or cooking",Dầu Bông,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,900,3766,,,,0,17.8,51.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,,,,0,39.3,35.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,,,,0,37.0,9.3,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,,,,0,5.8,1.8,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,900,3766,,,,0,23.3,57.9,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,0,0,0,0,46.2,32.0,16.9,,0.0,0.0,100.0,0.0,0.0,0.0,,,0.03,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,15.69,0.7,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,0,0,0,0,39.7,41.7,14.2,,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,1.4,13.6,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,0,0,0,0,27.58,54.68,12.95,0.286,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,14.3,1.9,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,0,0,0,0,72.96,10.52,13.81,,0.0,0.0,100.0,0.0,0.0,0.0,1,,0.56,,,,1,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.35,60.2,
2.0,,,,1135,1229,1734,158,2648,1009,630,946,1481,1544,473,756,851,788,788,199,662,977,0,0,0,0,0,,,,,,0,3.04,0.51,3.35,,0.7,0.0,7.5,0.0,19.0,72.8,8,110,1.7,24,0.03,188,329,8.5,76,2.55,,,,,,,,,13,0,1.27,0.23,0.25,1.36,0.49,,2,,0.25,4.6,6.2
2.0,,,,1146,1242,1751,159,2675,1019,637,955,1496,1561,478,764,860,796,796,201,669,987,0,0,0,0,0,85,354,0,0,0,0,0.83,0.27,0.78,,1.3,0.0,0.5,0.0,20.0,78.2,8,116,1.7,26,0.03,176,348,8.7,80,2.73,,0,0,0,0,0,0,0,14,0,1.34,0.23,0.25,1.45,0.52,,2,,0.25,,6.2
2.0,,,,1221,1321,179,268,3194,1016,713,1005,1695,1860,564,920,790,842,959,234,752,1047,,,,,,,,,,,0,,,,,1.1,0.0,3.8,0.0,21.0,74.1,,,,,,,,,,,,,,,,,,,,12,,0.1,0.17,,,,1,,,,4.2
2.0,,,,1181,1246,1633,208,2773,1484,580,833,1419,1557,456,770,982,740,809,184,595,889,0,0,0,0,0,167,697,0,0,0,0,,,,,1.0,0.0,10.5,0.0,18.0,70.5,10,,2.7,,,194,,,,,,0,0,0,0,0,0,0,,2,,0.1,0.17,,,,1,,,,4.2
2.0,,,,1403,1492,2102,298,3464,1405,736,1050,1835,1950,601,911,1100,909,922,152,735,1145,0,0,0,0,0,,,,,,0,1.56,0.17,1.43,,1.0,0.0,3.9,0.0,23.1,72.7,23,78,1.63,24,0.01,214,361,31.2,57,4.05,133,,,,,,,,13,0,0.98,0.08,0.12,0.678,0.651,0,0,,0.29,1.2,6.7
2.0,,,,1299,1361,1967,241,3235,1175,737,968,1702,1791,551,841,951,823,940,241,723,1047,0,0,0,0,0,,,0,0,0,0,4.81,0.39,4.29,,0.9,0.0,10.7,0.0,21.5,67.4,5,78,1.78,22,0.01,185,349,17.8,59,3.64,,0,0,0,0,0,0,0,7,0,3.05,0.1,0.15,0.36,0.44,,0,,,,4.5
60.0,,,,1194,1210,1557,320,2378,1491,647,943,1506,1537,552,773,839,878,884,268,789,967,0,0,0,0,0,,,,,,0,9.72,3.07,8.43,,0.8,0.0,30.0,0.0,17.5,51.7,45,437,5.4,22,0.02,217,199,13.3,54,2.2,,,,,,,,,6,73,0.4,0.1,0.28,0.76,0.41,0,5,,,,5.3
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,338,1413,0,0,0,0,,,,,0.6,0.0,30.4,0.0,16.0,53.0,16,,1.0,,,43,,,,,,0,0,0,0,0,0,0,,,,0.04,0.08,,,,,,,,1.8
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,230,964,0,0,0,0,,,,,0.6,0.0,17.6,0.0,18.0,63.8,20,,0.7,,,36,,,,,,0,0,0,0,0,0,0,,,,0.04,0.08,,,,0,,,,1.8
2.0,,,,1300,212,454,307,1028,1466,870,933,1395,1580,441,598,2320,794,764,212,598,870,0,0,0,0,0,,,0,0,0,0,9.7,1.52,6.7,,0.8,0.0,17.0,0.0,16.4,65.8,9,160,2.5,27,0.04,177,256,17.8,91,2.9,182,0,0,0,0,0,0,0,,30,,0.17,0.15,,,,3,,,,5.8
2.0,,,,,1512,,245,,,429,1042,1716,1532,552,715,,,981,306,633,1103,0,0,0,0,0,,,0,0,0,0,1.03,0.17,0.71,,0.6,0.0,4.3,0.0,20.7,74.4,11,256,2.0,,0.04,129,385,8.8,82,4.0,,0,0,0,0,0,0,0,5,91,1.13,0.07,0.13,,,0,1,,,,4.9
58.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,,,,,1.1,0.0,4.8,0.0,24.4,69.7,14,,0.4,,,263,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,,,,1088,1190,1965,288,2848,797,432,1293,1629,1859,653,717,925,938,787,246,595,972,0,0,0,0,0,199,833,0,0,0,0,6.24,3.23,4.31,,1.0,0.0,13.1,0.0,20.3,65.6,12,48,1.5,29,0.02,200,189,14.4,70,1.5,,0,0,0,0,0,0,0,6,120,0.31,0.15,0.16,0.91,0.35,0,4,,0.3,1.5,8.1
53.0,,,,1042,1088,1622,154,2536,1071,472,746,1267,1356,459,631,829,666,760,198,538,810,,,,,,218,913,0,0,0,0,4.94,3.23,3.66,,1.0,0.0,15.3,0.0,20.1,63.6,24,127,3.2,18,0.02,320,236,26.4,66,2.67,,0,0,0,0,0,0,0,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,94,393,,,,0,0.67,0.47,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,832,911,1249,169,2062,868,509,616,1088,1230,347,547,672,574,610,160,454,737,0,0,0,0,0,,,0,0,0,0,15.93,3.8,12.44,,0.7,0.0,37.3,0.0,14.5,47.5,8,55,0.4,13,0.01,156,253,28.4,42,1.59,,0,0,0,0,0,0,0,4,2,0.61,0.0,0.0,0.526,0.284,0,0,,,,0.0
100.0,,,,990,1010,1607,202,2603,1023,510,940,1190,1440,400,690,821,752,740,230,644,910,0,0,0,0,0,,,0,0,0,0,3.23,0.77,2.47,,1.0,0.0,7.0,0.0,19.0,73.0,7,190,0.96,32,0.01,190,341,23.9,76,2.5,,0,0,0,0,0,0,0,5,2,0.84,0.9,0.18,0.822,0.415,0,1,,,,4.4
100.0,,,,1014,1104,1547,210,2568,999,640,767,1344,1517,432,674,789,705,757,202,567,911,0,0,0,0,0,,,,,,0,9.34,2.24,7.29,,1.1,0.0,21.5,0.0,16.5,60.9,9,63,1.5,19,0.01,178,285,28.7,55,1.91,,,,,,,,,4,10,0.6,0.53,0.16,0.672,0.393,0,2,,,,2.7
52.0,,,,888,948,1330,99,2231,869,395,641,1199,1252,350,618,627,565,651,204,501,699,,,,,,409,1710,0,0,0,0,17.77,3.76,9.78,,0.7,0.0,39.2,0.0,14.0,46.1,13,270,1.8,18,0.02,210,308,14.4,73,1.72,,0,0,0,0,0,0,0,4,17,0.34,0.2,0.19,1.294,0.39,0,4,,,,5.7
,,,,1163,1548,1785,280,2625,925,602,1398,2043,2150,602,819,860,908,839,217,796,1077,0,0,0,0,0,,,,,,,3.2,2.25,3.48,,1.7,0.0,10.0,0.0,21.5,66.8,13,140,3.1,20,0.02,200,291,6,62,4.61,,,,,,,,,8,37,3.1,0.07,0.1,0.6,0.5,0,1,0.3,0.23,0,4.2
45.0,,,,1314,1243,2201,273,3550,1136,568,1207,1456,1811,675,781,1101,1139,1136,337,746,1420,0,0,0,0,0,,,,,,0,1.5,1.08,1.66,,1.2,0.0,8.0,0.0,21.5,69.3,21,145,1.6,19,0.03,224,330,23.7,41,1.57,132,,,,,,,,8,10,7.16,0.08,0.06,0.8,0.5,0,0,,0.4,0,7.6
,,,,1315,1346,2129,274,3496,1183,611,1034,1698,1908,545,895,1065,966,975,288,776,1108,0,0,0,0,0,,,,,,,0.63,0.45,0.69,,1.2,0.0,1.0,0.0,23.5,74.3,17,,4.8,29,,226,378,9.4,50,,,,,,,,,,,,,0.09,0.06,,,,,,,,8.1
100.0,,"Buffalo meat, average",Thịt Trâu,,1278,2034,326,2956,795,675,1023,1755,1610,511,817,780,875,976,249,818,1084,0,0,0,0,0,97,408,0,0,0,0,0.42,0.27,0.46,,1.1,0.9,1.4,0.0,20.4,76.3,12,151,1.61,32,,197,297,9,53,1.93,,,,,,,,,8,,,0.04,0.2,0.16,0.53,0,0,,,,6.0
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,,,,,0.9,0.0,3.0,0.0,21.9,74.2,30,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,,,,,1.1,0.0,3.1,0.0,20.9,74.9,20,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,112,468,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,121,506,0,0,0,0,,,,,0.9,0.0,3.3,0.0,22.8,73.0,26,,3.3,,,165,,,,,,0,0,0,0,0,0,0,,5,,0.06,0.16,,,,,,,,3.5
55.0,,,,777,770,1102,180,1709,928,283,537,900,912,291,459,686,488,471,144,395,573,0,0,0,0,0,267,1119,,,,0,10.36,2.815,7.33,,0.9,0.0,21.8,0.0,17.8,,13,236,1.8,15,0.02,145,209,12.4,63,1.36,138,0,0,0,0,0,0,0,13,270,0.25,0.07,0.15,0.951,0.19,0,3,,0.7,5.5,4.7
70,,,,824,971,1183,286,2241,1106,446,1011,1514,1138,451,809,779,732,667,172,575,919,0,0,0,0,0.02,67,282,,,,0,0.59,0.55,0.87,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,861,913,1434,235,2008,965,574,678,1728,1330,339,548,913,782,704,209,522,913,,,,,,81,339,0,0,0,0,1.07,0.26,1.04,,1.1,0.3,3.1,0.0,13.0,82.5,8,445,8.0,17,0.1,223,390,190,121,2.75,,0,0,0,0,0,0,0,42,150,8.49,0.38,1.12,3.13,0.44,0,5,,,,4.8
100,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,118,492,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,,,,1032,1120,1584,216,2636,992,659,787,1376,1550,444,689,790,720,776,208,583,931,0,0,0,0,0,,,,,,0,8.38,2.01,6.54,,1.0,0.0,18.6,0.0,15.7,64.7,24,65,2.1,20,0.02,106,315,29.4,47,1.93,160,,,,,,,,7,30,0.63,0.01,0.07,0.685,0.401,0,1,,,,1.6
5.0,,,,784,821,989,149,1754,1213,336,467,784,933,280,448,989,579,504,149,336,579,0,0,0,0,0,,,0,0,0,0,1.53,0.18,1.29,0.15,0.5,0.0,4.2,0.0,14.8,80.5,150,70,0.9,13,0.09,85,67,12.5,97,1.42,,0,0,0,0,0,0,0,5,0,1.39,0.04,0.2,0.227,0.014,0,0,,0.09,0,3.6
2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,85,354,0,0,0,0,3.59,0.89,4.03,0.13,0.8,0.0,2.9,0.0,14.6,81.7,8,169,1.4,11,0.04,144,140,31.1,75,1.85,,0,0,0,0,0,0,0,3,0,0.3,0.05,0.18,1.22,0.034,0,0,,0.04,0,2.5
68.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,185,774,0,0,0,0,,,,,0.7,0.0,12.5,0.0,18.1,68.7,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,335,1403,0,0,0,0,,,,,0.7,0.0,31.3,0.0,13.4,54.6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
46.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,,,0.8,0.0,6.5,0.0,19.7,73.0,7,,2.5,,,162,,,,,,0,0,0,0,0,0,0,,,,0.03,0.03,,,,,,,,5.4
30.0,,"Hog, tail",ĐUỐI LỘN,778,723,842,140,1296,1437,184,248,551,616,195,291,918,421,335,54,195,313,0,0,0,0,0,,,0,0,0,0,15.8,3.68,11.64,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.88,0.21,0.11,0.673,0.37,0,0,,,,2.1
0.0,317,,,1097,1283,1742,243,2675,1180,562,1119,1818,1523,641,1122,948,793,754,280,690,1388,232,621,11,0,13,109,458,0,0,0,0,0.48,0.47,1.23,0.17,1.3,3.0,3.1,0.0,17.4,75.2,5,1500,9.0,13,0.3,340,213,39.7,110,4.0,,,,,,,,,290,5000,59.3,0.4,3.0,7.713,1.083,0,30,0.4,0.38,3.1,17.0
0.0,318,,,940,960,1437,213,2417,798,338,1295,1633,1244,463,764,747,710,676,179,534,889,11,56,11,0,40,111,466,,,,0,1.25,0.82,1.56,0.065,1.4,2.0,3.4,0.0,18.2,75.0,21,300,8.2,17,0.2,260,335,54.6,71,2.67,243,,,,,,,,588,3290,16.58,0.38,1.63,6.233,0.853,0,7,,0.7,0,10.4
100.0,,,,1223,1080,1992,236,2622,1160,490,1020,1580,1260,600,1150,986,1005,900,340,709,1170,,,,0,,116,484,,,,0,0.52,0.87,1.17,,1.5,2.0,3.6,0.0,18.8,74.1,7,510,12.0,17,0.3,353,447,52.7,110,5.76,515,,,,,,,,211,6000,26,0.4,2.11,6.65,0.69,0,18,,,,16.2
100.0,,,,1088,1148,1781,252,2428,1088,498,995,1691,1418,444,932,929,806,833,264,660,1181,,,,,,122,510,0,0,0,0,0.71,0.63,1.14,,1.3,2.8,4.7,0.0,17.1,74.1,17,5962,4.8,24,0.26,177,230,67,140,3.07,,,,,,,,,738,11984,54,0.44,1.28,6.184,0.76,0,7,,,,9.1
100.0,,,Gân Chân Bò,,,,,,,,,,,,,,,,,,,,,,,,124,517,0,0,0,0,,,,,0.3,0.0,0.3,0.0,30.2,69.2,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,
80,,,,858,949,1361,195,2053,894,386,641,1113,1149,315,615,696,601,648,114,482,713,0,0,0,0,0,164,687,0,0,0,0,7.24,0.9,7.0,,0.9,0.2,12.1,0.0,13.6,73.2,7,170,3.0,16,0.03,162,315,9.4,69,2.87,,,,,,,,,7,0,3.79,0.07,0.15,0.653,0.31,0,3,,,,4.8
100,,,,861,1007,1515,235,2052,1205,409,743,1307,1333,365,675,861,678,689,188,496,848,0,0,0,0,0,178,743,0,0,0,0,8.13,1.78,5.96,,0.8,1.4,12.8,0.0,14.2,70.8,7,70,2.4,18,0.01,118,243,10.4,110,3.01,,0,0,0,0,0,0,0,4,0,2.84,0.08,0.23,0.641,0.24,0,4,,,,3.0
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,167,697,0,0,0,0,,,,,0.6,0.8,15.1,0.0,6.9,76.6,12,,0.5,,,55,,,,,,,,,,,,,,,,0.09,0.08,,,,,,,,1.6
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44,183,0,0,0,0,,,,,0.2,0.8,1.3,0.0,7.2,90.5,7,,0.8,,,48,,,,,,,,,,,,,,,,0.09,0.08,,,,,,,,1.6
4.0,,,,730,1300,1700,240,3100,960,380,840,1300,1300,470,760,930,820,840,180,550,820,0,0,0,0,0,99,415,,,,0,0.51,0.36,0.53,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,Brain beef,Óc Bò,,784,,132,,,320,965,888,839,482,703,,,678,,516,592,0,88,0,0,0,124,517,,,,0,1.89,1.59,2.3,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,,,,,712,1028,165,1202,493,245,605,771,748,354,704,,,385,132,316,531,0,0,0,0,0,123,515,0,0,0,0,1.66,1.43,2.08,,1.0,0.4,9.5,0.0,9.0,80.1,7,240,1.6,14,0.09,311,258,15.9,120,1.27,,,,,,,,,6,0,2.19,0.14,0.19,2.8,0.19,0,14,,,,2.8
80.0,,,,1001,880,977,120,1726,734,393,754,1008,1137,406,526,1659,816,575,148,385,731,0,0,0,0,0,,,0,0,0,0,0.64,0.34,0.86,,1.0,0.0,4.7,0.0,15.2,79.1,10,260,6.7,14,0.02,195,340,44.3,198,1.61,,,,,,,,,11,14,3.81,0.1,0.14,1,0.04,0,39,,,,1.1
8.0,,,,890,1189,1266,141,1464,1027,468,1119,1210,1389,541,653,901,621,599,124,447,872,0,0,0,0,0,,,,,,0,0.61,0.34,0.96,,1.0,0.0,3.6,0.0,14.8,80.6,9,83,6.4,14,0.02,230,303,17.8,153,2.03,,,,,,,,,3,0,2.75,0.02,0.14,0.9,0.1,0,12,,,,0.6
57.0,,"Pork, ribs",Sườn Lợn,1050,1050,1560,120,2290,910,650,850,1270,1560,420,650,250,680,740,190,590,930,0,0,0,0,0,187,782,0,0,0,0,7.45,1.97,6.45,0.08,1.1,0.0,12.8,0.0,17.9,68.2,7,100,0.61,14,0.01,160,200,6.9,60,3.6,,0,0,0,0,0,0,0,2,0,0.7,0.96,0.23,0.6,0.26,0,0,0.69,0.1,0,5.2
100,332,Hog ears,Tai Lơn,2220,1861,1660,200,2805,4400,269,492,1167,1052,133,718,2848,941,629,43,402,830,0,0,0,0,0,126,528,0,0,0,0,1.86,0.44,1.46,,0.7,1.3,4.1,0.0,21.0,72.9,21,6,2.4,7,0.12,41,55,4.3,191,0.19,,,,,,,,,0,0,0.07,0.08,0.11,0.068,0.02,0,0,,,,0.8
80.0,,,,805,911,1323,182,1410,662,412,1067,1336,1431,506,628,605,633,626,145,499,750,0,0,0,0,0.017,,,0,0,0,0,1.14,0.55,1.38,0.18,1.0,0.6,3.0,0.0,15.0,80.4,5,396,5.4,21,0.04,185,287,21.8,98,1.7,,,,,,,,,3,6,8.55,0.31,0.49,1.79,0.279,0,7,,0.22,0,6.8
100.0,,,,980,997,1512,211,2308,863,408,833,1355,1303,376,696,793,627,704,199,557,880,0,0,0,0,0,114,475,,,,0,1.4,1.8,1.57,,,0.0,5.5,,16.0,77.5,12,346,5.96,15,0.09,177,176,4.3,74,6.59,,,,,,,,,72,9,7.29,0.15,0.73,2.559,0.36,0,3,,,,4.9
6.0,335,Hog heart,Tim Lòng,1100,1049,1760,170,2488,914,422,846,1490,1371,406,762,811,762,762,222,627,965,0,0,0,0,0,94,393,0,0,0,0,1.02,1.12,1.16,,1.0,1.2,3.2,0.0,15.1,79.5,7,408,5.9,19,0.06,213,294,10.4,56,2.8,,,,,,,,,4,8,3.79,0.34,0.49,2.515,0.39,0,1,,,,5.7
0.0,,,,,1246,,1735,,,1932,403,2800,3269,781,1438,,,1281,,774,2125,0,0,0,0,0,75,315,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
